484864,186192
484903,186137
484876,186099
484987,186062
485077,186102
485102,186116
485130,186090
485123,186105
485204,186173
485218,186173
485191,186269
485236,186218
485417,186187
485418,186136
485437,186099
485840,186032
486189,185883
486412,186025
486572,186138
487313,186649
487798,187243
488410,187661
488370,187336
488800,187375
489070,187272
489439,187243
489459,187267
