484836.5,186190
484823.375,186133.375
484834.25,186096.75
484886.125,186121.125
484963.0625,186043.3125
485032.53125,186091.40625
485066.265625,186095.453125
485102.1328125,186113.4765625
485091.06640625,186152.98828125
485103.533203125,186153.244140625
485131.7666015625,186085.3720703125
485102.88330078125,186179.43603515625
485197.4416503906,186225.46801757812
485211.7208251953,186164.98400878906
485192.86041259766,186267.74200439453
485216.39530944824,186215.4315032959
485231.7790336609,186222.35387802124
485238.4708957672,186235.8150653839
485256.8168268204,186237.54565906525
485277.98979234695,186253.4109559059
485292.57627511024,186252.34360432625
485325.16275787354,186261.27625274658
485344.9302062988,186193.12100219727
485433.9651031494,186170.31050109863
485475.22382736206,186164.10787582397
485468.8531894684,186129.00656318665
485444.4825515747,186097.90525054932
485479.74127578735,186121.70262527466
485486.3706378937,186164.60131263733
485526.68531894684,186163.05065631866
485557.8426594734,186148.27532815933
485589.4213297367,186157.88766407967
485621.21066486835,186052.19383203983
485698.1053324342,186041.34691601992
485899,186022.5
485955.25,186006.75
486081.3125,185952.3125
486205.375,185879.875
486262.9375,185880.9375
486341.71875,185964.46875
486378.109375,186005.234375
486471.8046875,186075.1171875
486799.15234375,186296.55859375
487049.326171875,186529.279296875
487209.4130859375,186606.6396484375
487321.45654296875,186663.31982421875
487489.4782714844,186856.15991210938
487561.9891357422,186913.5799560547
487890.2445678711,187076.28997802734
487804.37228393555,187235.64498901367
487971.4361419678,187311.32249450684
488275.5,187357
488283.5,187412.5
488273,187470.875
488296.5,187531.25
488298.5,187580.625
488305.75,187672.96875
488411,187675.3125
488445.25,187600.65625
488422.3125,187545.9921875
488361.375,187501.328125
488369.9375,187344.6640625
488526.078125,187368.498046875
488688.21875,187386.33203125
488824.859375,187370.666015625
488906.1796875,187353.8330078125
489013.33984375,187304.41650390625
489123.919921875,187236.70825195312
489236.5,187073
489370.5,187185
489452.5,187247
